Таблиця 4.6.
Розрахунки кривих рівноваги.
YG

r

YM

0,00

307971,0145

78666,6667

0,05

291340,5797

91866,6667

0,10

274710,1449

105066,6667

0,15

258079,7101

118266,6667

0,20

241449,2754

131466,6667

0,25

224818,8406

144666,6667

0,30

208188,4058

157866,6667

0,35

191557,9710

171066,6667

0,40

174927,5362

184266,6667

0,45

158297,1014

197466,6667

0,50

141666,6667

210666,6667

0,55

125036,2319

223866,6667

0,60

108405,7971

237066,6667

0,65

91775,3623

250266,6667

0,70

75144,9275

263466,6667

0,75

58514,4928

276666,6667

0,80

41884,0580

289866,6667

0,85

25253,6232

303066,6667

0,90

8623,1884

316266,6667

0,95

-8007,2464

329466,6667

1,00

-24637,6812

342666,6667

Отримаємо наступний графік:

94


